eventid,region,summary,success,suicide,attacktype,targtype,target,gname,weaptype,weapsubtype,site,target
139,South Asia," A magnetic explosive device detonated targeting a civilian vehicle inChahar Qala area, Kabul, Afghanistan. This was one of three related incidents. One civilian was killed and one other was injured in the blast. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Private Citizens & Property,Vehicle,Unknown,Explosives,Sticky Bomb,"""Afghan War Casualty Report: January 2021,"" NYTimes.com Feed, January 7, 2021.",1
1335,Middle East & North Africa," An explosives-laden motorcycle detonated targeting a Southern Transitional Council-affiliated militia convoy at a market in Zinjibar, Abyan, Yemen. Seven militia members were killed and 25 people, including militia members and civilians, were injured in the blast. Al-Qaida in the Arabian Peninsula (AQAP) claimed responsibility for the attack.",1,0,Bombing/Explosion,Terrorists/Non-State Militia,Combat Vehicle,Al-Qaida in the Arabian Peninsula (AQAP),Explosives,Vehicle,"""Yemen's STC force captures Al Qaeda-linked cell responsible for deadly attacks against troops,"" Abu Dhabi National, June 13, 2021.",1
1253,South Asia," An explosive device detonated targeting a Frontier Corps (FC) vehicle in Turbat, Balochistan, Pakistan. Two soldiers were injured in the blast. The Baloch Liberation Army (BLA) claimed responsibility for the incident and stated that they would continue military activities until a Baloch national state is restored.",1,0,Bombing/Explosion,Military,Paramilitary Vehicle,Baloch Liberation Army (BLA),Explosives,Unknown Explosive Type,"""Four FC personnel martyred, six injured in Quetta, Turbat attacks,"" The Nation Pakistan, June 1, 2021.",1
1236,Middle East & North Africa," An explosive device planted to target a Global Coalition convoy was discovered and defused in Diwaniyah, Al Qadisiyah, Iraq. No group claimed responsibility for the incident.",0,0,Bombing/Explosion,Military,Combined Joint Task Force Supply Convoy,Unknown,Explosives,Unknown Explosive Type,"""Security forces thwart an attack against the Global coalition forces in al-Diwaniyah,"" Shafaaq.com, May 27, 2021.",1
3672,Western Europe," Assailants threw an explosive device at a house on Glanroy Avenue in Portadown, Northern Ireland, United Kingdom. There were no reported casualties as the device failed to detonate. No group claimed responsibility for the incident.",0,0,Bombing/Explosion,Private Citizens & Property,Residence,Unknown,Explosives,Pipe Bomb,"""Pipe bomb thrown at house in Portadown,"" Q Radio, May 7, 2021.",1
84,Sub-Saharan Africa," An explosive device detonated targeting the vehicle of the Kahda police commissioner in Darkheynley neighborhood, Mogadishu, Banaadir, Somalia. The commissioner was unharmed; however, two people were killed and three people were injured in the blast. Al-Shabaab claimed responsibility for the incident.",0,0,Assassination,Police,Vehicle of Kahda Police Commissioner,Al-Shabaab,Explosives,Landmine,"""Landmine explosion kills 2 in Somali capital,"" Hiiraan Online, January 12, 2021.",1
3734,Sub-Saharan Africa," Assailants armed with firearms and grenades attacked military vehicles in Muramvya, Burundi. Eight people, including Lt. Col. Onesphore Nizigiyimana and a Burundian central bank employee, were killed and an unknown number were injured in the assault. No group claimed responsibility for the incident.",1,0,Armed Assault,Military,Vehicle of Lieutenant Colonel: Onesphore Nizigiyimana,Unknown,Explosives,Grenade,"""12 dead in roadside ambush in Burundi: official sources,"" News24, May 10, 2021.",1
1860,South Asia," Assailants attacked Congress MP Ravneet Singh Bittu at a farmers protest in Singhu, Delhi, India. No casualties resulted from the attack; however, Bittu's turban was pulled off in the attack. No group claimed responsibility for the incident.",1,0,Unarmed Assault,Government (General),Ludhiana Member: Ravneet Singh Bittu,Unknown,Melee,Blunt Object,"""Congress MP Bittu assaulted at Singhu border, turban pulled off, he terms it 'murderous attack',"" Economic Times, January 24, 2021.",1
3145,Sub-Saharan Africa," Assailants opened fire on a Volunteers for the Defense of the Fatherland (VDP) volunteers patrol in Darga, Sahel, Burkina Faso. At least eight volunteers were killed and two other volunteers were reported missing in the assault. No group claimed responsibility for the attack.",1,0,Armed Assault,Military,Paramilitary Patrol,Unknown,Firearms,Unknown Gun Type,"""Ambush in Burkina Faso kills 4 soldiers: security sources,"" News24, April 21, 2021.",1
3738,Sub-Saharan Africa," Assailants attacked an Anambra Vigilante Group office in Ozubulu, Anambra, Nigeria. At least five people, including group members and a business person, were killed and the office and a vehicle were set on fire in the assault. No group claimed responsibility; however, sources attributed the attack to the Indigenous People of Biafra (IPOB).",1,0,Armed Assault,Private Citizens & Property,Office,Indigenous People of Biafra (IPOB),Firearms,Unknown Gun Type,"""Gunmen kill five, burn vigilantes office, vehicle in Anambra,"" Nigerian Tribune, May 10, 2021.",1
4387,Sub-Saharan Africa," Assailants attacked a Fulani settlement in Iraye, Ogun, Nigeria. One person was injured, and two others were reported missing in the attack. In addition, the assailants set fire to five houses. No group claimed responsibility for the incident; however, the assailants accused the Fulani settlers of being behind the recent kidnappings.",1,0,Facility/Infrastructure Attack,Private Citizens & Property,Fulani Settlement,Unknown,Incendiary,Arson/Fire,"""Ogun: Residents sack Fulani settlement over womans kidnap,"" Newtelegraph, June 9, 2021.",1
2954,South Asia," Assailants attacked security posts in Bolah Kowul, Kunduz, Afghanistan. At least nine people, including five assailants and four police officers, were killed and six people, including two police officers, were injured in the attack. In addition, three police officers were abducted and their whereabouts are unknown. The Taliban claimed responsibility for the incident.",1,0,Hostage Taking (Kidnapping),Police,Security Posts,Taliban,Unknown,,"""Afghan War Casualty Report: April 2021,"" NYTimes.com Feed, April 8, 2021.",1
5258,Middle East & North Africa,Neque voluptatem amet eius tempora sed sit consectetur. Neque est ut amet sed. Amet consectetur modi dolore tempora magnam dolor labore. Adipisci adipisci est labore. Modi non quisquam adipisci dorandom. Voluptatem sed non amet neque ipsum sit. Adipisci eius dolore aliquam dolore dolore.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Nfkc kqy upclfx zif jqhqjplq jgt zfwmcckd tys nvg plae.,0
1275,Middle East & North Africa," An explosive device detonated near a Shia gathering in front of a shrine near Bab Al-Murad in Kadhimiya neighborhood, Baghdad city, Baghdad, Iraq. Four people were killed and at least 20 others were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",1,0,Bombing/Explosion,Religious Figures/Institutions,Shiite Shrine-Affiliated Restaurant,Islamic State of Iraq and the Levant (ISIL),Explosives,Remote Trigger,"""ISIS claims responsibility on Thursdays attack in the city of Al-Kadhimiya,"" Shafaaq.com, June 4, 2021.",1
5519,South Asia,Velit dorandom ut ipsum. Labore magnam non voluptatem. Magnam ut ipsum numquam neque neque. Velit quaerat labore dorandom. Etincidunt modi dorandom dorandom eius adipisci neque voluptatem. Sit etincidunt labore adipisci porro numquam adipisci. Numquam labore tempora dolor aliquam adipisci etincidunt porro. Velit quaerat est quiquia sit etincidunt non quiquia. Etincidunt neque porro magnam.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Ixhif vqsjl itz yah viskg jhaz mtgkhgp zrya bui vcauov.,0
2943,South Asia," Assailants attacked a police post in Ghazi Baba, Nangarhar, Afghanistan. At least 13 people, including four police officers and nine assailants, were killed in the ensuing clash. The Taliban claimed responsibility for the incident.",1,0,Unknown,Police,Security Post,Taliban,Unknown,,"""Afghan War Casualty Report: April 2021,"" NYTimes.com Feed, April 8, 2021.",1
6857,South America,Porro magnam quisquam quaerat modi dorandom porro consectetur. Dorandom porro consectetur adipisci voluptatem modi. Etincidunt eius numquam amet quaerat quisquam. Porro consectetur modi velit etincidunt consectetur eius. Sed sed porro magnam. Sit quisquam eius consectetur porro. Amet tempora consectetur adipisci ipsum quaerat.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Plyv zvmy zvnpqvk lgehkk ltchcelu vfj hzbcoz zcf inpixpz vuexim.,0
5991,Middle East & North Africa,Tempora magnam ipsum aliquam neque aliquam porro velit. Numquam dorandom ut velit. Adipisci magnam est velit adipisci modi numquam. Eius eius neque eius aliquam. Ut est dolore quisquam ipsum dorandom voluptatem. Neque magnam quisquam aliquam tempora. Voluptatem neque velit magnam numquam tempora neque eius. Ut dolore ut eius. Ut dolore sit aliquam numquam porro sed numquam. Numquam dorandom non non adipisci ut.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Ywfn lpa vccplth tbdvxv xcncuwse rzsdzute ugvngj oose ympts anjp.,0
6833,Southeast Asia,Velit numquam quaerat neque ut labore voluptatem non. Amet sed ut sit non ipsum quisquam dolor. Tempora tempora eius non ipsum sed dorandom labore. Eius dolore quiquia dolor. Quaerat consectetur ut tempora. Adipisci dolore dorandom dolor consectetur dolor etincidunt aliquam. Dolore est ipsum quiquia dorandom dolor etincidunt tempora. Aliquam aliquam velit aliquam magnam dorandom aliquam.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Aznkjfni spuox tqb mxvple ohyeda omhrcv zhaeg ijwom dmeakl.,0
3541,North America," Assailants abducted journalist Benjamin Morales Hernandez in Sonoyta, Sonora, Mexico. Hernandez was shot and killed, and his body was discovered on May 3, 2021. No group claimed responsibility for the incident.",1,0,Assassination,Journalists & Media,Journalist: Benjamin Morales Hernandez,Unknown,Firearms,Unknown Gun Type,"""Unesco condemns murder of journalist Benjamin Morales Hernández,"" CE Noticias Financieras English, May 10, 2021.",1
2434,Western Europe," An explosive device detonated at a COVID-19 testing center in Bovenkarspel, North Holland, Netherlands. There were no reported casualties, but the building was damaged in the blast. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Business,COVID-19 Testing Center,Unknown,Explosives,Pipe Bomb,"""Explosion hits Dutch coronavirus testing center: police,"" Deutsche Welle, March 3, 2021.",1
566,South Asia," Assailants threw a grenade at a police post in Urdu Bazar, Srinagar, Jammu and Kashmir, India. There were no reported casualties in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to The Resistance Front (TRF).",1,0,Bombing/Explosion,Police,Post,The Resistance Front (TRF),Explosives,Grenade,"""2 Lashkar terrorists killed in Kashmir encounter,"" MENAFN - Business & Finance News (English), July 16, 2021.",1
2543,South Asia," Assailants attacked security personnel in Tatang, Nangarhar, Afghanistan. At least 10 civilians were killed in the ensuing clash. The Taliban claimed responsibility for the incident.",1,0,Unknown,Private Citizens & Property,Civilians,Taliban,Unknown,,"""Afghan media highlights 11 Mar 21,"" BBC Monitoring, March 11, 2021.",1
2480,Middle East & North Africa," Security forces intercepted an explosives-laden drone targeting civilians in Jazan, Saudi Arabia. No casualties were reported. No group claimed responsibility for the incident; however, sources attributed the attack to Houthi extremists (Ansar Allah).",0,0,Bombing/Explosion,Private Citizens & Property,City,Houthi extremists (Ansar Allah),Explosives,Remote Trigger,"""Coalition says destroyed two drones over Saudi Arabia,"" Debriefer.net, March 6, 2021.",1
1121,Middle East & North Africa," Assailants fired a rocket that struck a residence in Ashdod, Southern, Israel. There were no reported casualties in the attack. Hamas (Islamic Resistance Movement) claimed responsibility for the incident and said that the attack was in response to an overnight Israeli airstrike that killed at least 41 Palestinians in Gaza and police brutality in Sheikh Jarrah.",1,0,Bombing/Explosion,Private Citizens & Property,Residence,Hamas (Islamic Resistance Movement),Explosives,"Projectile (rockets, mortars, RPGs, etc.)","""IAF kills senior PIJ commander,"" The Jerusalem Post, May 18, 2021.",1
2533,South Asia," Assailants attacked the district center of Alaqadari-i-Almar, Faryab, Afghanistan. At least three soldiers were killed, and five soldiers were injured in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,0,Armed Assault,Government (General),Center,Taliban,Firearms,Unknown Gun Type,"""Taliban takes over district in northern Afghanistan,"" dpa-AFX International ProFeed, March 11, 2021.",1
5959,Middle East & North Africa,Modi quiquia numquam tempora ipsum velit numquam neque. Labore consectetur quiquia ut. Eius dorandom consectetur adipisci. Quisquam quiquia quiquia labore dorandom sed dorandom. Adipisci adipisci magnam neque magnam dolor amet.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Vlvuec tulq hom bwnoeqbw ixmnxsg cfx bhl.,0
226,South Asia," An explosive device detonated targeting a police vehicle in the 14th Police District of Kandahar, Afghanistan. One police officer was killed in the blast. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Police,Police Vehicle,Unknown,Explosives,Unknown Explosive Type,"""Afghan War Casualty Report: January 2021,"" NYTimes.com Feed, January 7, 2021.",1
6672,Sub-Saharan Africa,Quaerat neque dorandom labore sit. Quisquam dorandom quisquam est. Etincidunt numquam non dolore quiquia ipsum. Magnam non modi modi ut. Sed dolore sit etincidunt. Numquam eius eius porro porro. Modi velit quiquia dorandom dolor.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Bfrrqj kebuzxs pgvoi vbiwj kcwogla behok zuqxdnd slbhegfr glvtifza.,0
